id,Тип_жилья,Широта,Долгота,Город,Индекс,Площадь,Этаж,Размер_участка,Расход_тепла,Ктгр_энергоэффективности,Кво_вредных_выбросов,Ктгр_вредных_выбросов,Направление,Кво_комнат,Кво_спален,Кво_ванных,Кво_фото,Нлч_парковки,Нлч_почтового_ящика,Нлч_балкона,Нлч_террасы,Нлч_подвала,Нлч_гаража,Нлч_кондиционера,Последний_этаж,Верхний_этаж,Цена
35777967,дом,46.01569289792851,-0.2893174735632581,contre,712,112.0,,1580.0,,,,,,3.0,2.0,9.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,136500.0
36062011,дом,48.54620396606337,-2.214909601396725,crehen,911,113.0,,438.0,260.0,E,78.0,F,Ю,6.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,187182.0
35864077,квартира,45.56242245300128,5.929751574295871,chambery,3529,83.0,,,,,,,,4.0,3.0,6.0,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,374000.0
35778539,дом,48.8205772886707,2.518471112997448,champigny-sur-marne,4648,128.0,,256.0,52.0,B,3.0,A,,7.0,5.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,600000.0
35776131,квартира,47.64422931896444,-2.751251548833635,vannes,2498,54.0,2.0,,,,,,,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243800.0
35971301,квартира,43.60796234842498,3.8732003637476544,montpellier,1570,75.0,,9.0,,,,,,4.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195000.0
35763199,дом,48.79494942799766,2.604698867350264,pontault-combault,3777,139.0,,550.0,299.0,E,70.0,F,,6.0,3.0,10.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,413500.0
35865259,квартира,49.41953993849799,1.106137678412081,sotteville-les-rouen,3672,4615.0,,,,,,,С-З,2.0,1.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128798.0
35888531,квартира,45.73561830836859,4.867602810769576,lyon-8eme,3335,697.0,5.0,,,,,,Ю-В,3.0,2.0,6.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500000.0
36086557,квартира,48.05223465435274,-4.5923595907233965,goulien,1284,108.0,,,173.0,D,40.0,E,,4.0,3.0,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166500.0
35756923,дом,47.90711464173776,-1.9895879509715164,maure-de-bretagne,1672,90.0,,1128.0,,,,,,4.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144990.0
36048265,дом,47.40344573781369,0.2837399147188438,avrille-les-ponceaux,1760,35.0,,225.0,,,,,,1.0,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0
35996797,квартира,47.31469182794715,5.014052918058641,dijon,860,94.0,4.0,,,,,,Ю,5.0,4.0,11.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,441500.0
35777923,дом,47.6525409792098,-2.763492725851733,vannes,2498,156.0,,565.0,126.0,C,7.0,B,,7.0,5.0,9.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,628300.0
35846081,дом,45.18137867895455,0.7202472891913244,perigueux,1002,62.0,,45.0,334.0,F,10.0,B,В-З,3.0,2.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107000.0
35830369,дом,48.6825773914581,1.0596291010055312,brezolles,1211,70.0,,450.0,168.0,D,5.0,A,,3.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166384.0
35761871,квартира,48.82936904377727,2.3144470221296403,paris-14eme,3641,50.0,2.0,,,,,,,3.0,2.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,599000.0
35768325,ферма,43.900892603701536,1.6797612342541637,salvagnac,4054,120.0,,23409.0,,,,,,7.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,278000.0
35793509,дом,48.2999629706728,4.089121660077613,troyes,328,93.0,,,,,,,,5.0,4.0,6.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,279000.0
35778173,квартира,44.889402158997854,-0.6187861022962282,bruges,1528,33.0,1.0,,151.0,D,5.0,A,,2.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,136500.0
36026223,земля,49.64815193808558,0.1666011991714228,saint-jouin-bruneval,3670,1000.0,,,,,,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55500.0
35859541,дом,45.03090908855838,-0.1346753496219799,coutras,1500,60.0,,2020.0,207.0,D,11.0,C,,3.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102500.0
36020679,дом,43.64526305453118,6.851401992268425,le-tignet,220,5985.0,,5985.0,,,,,,2.0,1.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630000.0
35754365,дом,43.57178573247953,4.181227422528958,aigues-mortes,1321,145.0,,,,,,,,5.0,4.0,6.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,345000.0
35861813,квартира,43.09029754449658,5.838192448175108,six-fours-les-plages,4097,45.0,2.0,,136.0,C,4.0,A,,2.0,1.0,10.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,199000.0
35804389,дом,47.85688742492796,-0.1980755297691934,parce-sur-sarthe,3504,85.0,,,225.0,D,67.0,F,,5.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,92000.0
35939871,квартира,47.69671295053044,7.2978947024410115,zillisheim,3319,66.0,,,,,,,,3.0,2.0,4.0,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,246000.0
35398549,дом,43.54789760587824,6.937889597539153,mandelieu-la-napoule,193,70.0,,,,,,,Ю-З,3.0,2.0,11.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,390000.0
35760939,дом,48.95988241398267,4.361905064807123,chalons-en-champagne,2332,8322.0,,233.0,226.0,D,53.0,E,,5.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196400.0
35806739,квартира,43.25892614896745,5.39194423877496,marseille-8eme,456,28.0,6.0,,199.0,D,7.0,B,,2.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,169000.0
35888825,квартира,50.62947625158949,3.062472510148672,lille,2675,78.0,4.0,,,,,,,4.0,3.0,6.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,433000.0
35763217,дом,43.432126037488274,3.669504196692064,balaruc-les-bains,1614,77.0,,141.0,49.0,A,2.0,A,,4.0,3.0,19.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,315000.0
35911621,квартира,48.89425852875995,2.342816062470181,paris-18eme,3645,66.0,1.0,,,,,,,3.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,635000.0
36042425,дом,47.31230170175281,1.6767119307269769,pruniers-en-sologne,1928,115.0,,1100.0,249.0,E,11.0,C,,4.0,3.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,160200.0
35885155,вилла,49.37078216371548,0.0647801442556148,deauville,600,170.0,,150.0,,,,,,6.0,4.0,9.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,892500.0
35837373,земля,44.813398154944245,0.8238165494717925,molieres,1039,12640.0,,,,,,,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000.0
35999397,дом,47.33327528782228,6.2720116893174085,breconchaux,1083,110.0,,1135.0,204.0,D,9.0,B,Ю-З,4.0,2.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,239500.0
35865233,дом,43.56895686020575,6.504078820839212,figanieres,4152,162.0,,2891.0,60.0,B,3.0,A,Ю-В,5.0,4.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,642000.0
36006299,квартира,47.80279265420285,3.561142410145345,auxerre,4397,39.0,1.0,,,,,,,3.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34000.0
36000971,разное,49.36878108587867,0.0697427956749173,deauville,600,100.0,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383600.0
36051785,дом,48.61528702079568,7.697417393828212,oberhausbergen,3231,86.0,,,,,,,,5.0,4.0,4.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,355000.0
35874623,дом,49.332972468153,3.906971125814648,hermonville,2341,637.0,,,281.0,E,13.0,C,,5.0,3.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249100.0
36055519,квартира,43.11857096336711,5.797684145244152,sanary-sur-mer,4091,31.0,3.0,,185.0,D,8.0,B,,2.0,1.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,230000.0
35905813,дом,48.63498934700191,6.342682244283017,dombasle-sur-meurthe,2427,85.0,,,167.0,D,39.0,E,,5.0,3.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,114500.0
36066033,квартира,43.4404343579744,5.687924195355822,trets,517,67.0,1.0,,51.0,B,6.0,B,,3.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,309000.0
35998079,дом,46.58443030071963,0.336083041497395,poitiers,4274,75.0,,491.0,82.0,B,19.0,C,,5.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,239900.0
36078337,вилла,50.21199202710935,1.717677605348356,ponthoile,4010,74.0,,1000.0,450.0,F,6.0,B,,4.0,2.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,148900.0
35896929,земля,45.19071641308594,-0.5901398628431547,cartelegue,1515,1821.0,,,,,,,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44500.0
35830097,разное,48.879566642250666,2.3130057985774046,paris-17eme,3644,100.0,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299900.0
36038117,квартира,44.83190016463043,-0.6398293633159194,merignac,1545,59.0,,,191.0,D,44.0,E,,3.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,123000.0
35949485,квартира,43.60885851913388,3.873832185168457,montpellier,1570,245.0,,225.0,,,,,Ю-З,1.0,,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,138000.0
35732199,квартира,48.10787234344384,-1.6763062974344454,rennes,1648,59.0,3.0,,169.0,D,39.0,E,В,3.0,1.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262000.0
33448475,дом,48.53766206853552,2.6735566368454324,melun,3727,260.0,,2773.0,,,,,,8.0,6.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749000.0
36041051,дом,49.0905443788512,0.6018728989631011,bernay,1152,160.0,,240.0,182.0,D,29.0,D,,6.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,239000.0
36050081,квартира,46.08055672881631,6.411491129036927,bonneville,3577,84.0,2.0,,50.0,A,11.0,C,Ю-З,4.0,3.0,12.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,298000.0
36049515,квартира,43.73372681471258,4.2195367291811765,vergeze,1328,6785.0,1.0,,,,,,В,3.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,229000.0
35830169,разное,49.57616759594529,3.0143187897390726,noyon,2861,648.0,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485000.0
36050035,вилла,43.323629138966666,3.4613884400184616,agde,1591,7861.0,,,148.0,C,6.0,B,,3.0,2.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464000.0
35823821,дом,43.53590077001877,6.40364085317487,flayosc,4149,242.0,,20000.0,90.0,B,3.0,A,В-З,5.0,4.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,896100.0
32126357,квартира,43.26889210153972,5.426152671582516,marseille-10eme,458,100.0,,,,,,,,4.0,3.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443100.0
35867391,квартира,43.18094287005381,3.00066195623898,narbonne,364,31.0,4.0,,,,,,,2.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.0
36045805,квартира,43.763165479051686,7.461882723768357,roquebrune-cap-martin,191,62.0,3.0,,258.0,E,13.0,C,,3.0,2.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,385000.0
35771409,вилла,43.49501054306983,6.926283825787023,theoule-sur-mer,226,110.0,,1400.0,145.0,C,5.0,A,В-З,4.0,3.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,762000.0
35848561,дом,46.95397359405685,-2.17328729120758,barbatre,4265,107.0,,363.0,,,,,,5.0,3.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478400.0
36045073,квартира,48.89590643498521,2.346679024547066,paris-18eme,3645,80.0,,,,,,,,3.0,2.0,3.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928000.0
36063359,разное,45.707984963439166,6.133333168256734,la-motte-en-bauges,3548,375.0,,,,,,,,4.0,3.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386000.0
36040277,квартира,43.60687327820605,1.43238720609861,toulouse,1371,182.0,1.0,,,,,,,1.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125000.0
35752943,квартира,48.48238811445188,2.3528876932000333,la-ferte-alais,4512,4878.0,,3843.0,,,,,,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,195000.0
35838063,квартира,48.905596172208526,2.3034982787546427,clichy,4538,84.0,6.0,,80.0,B,10.0,B,,4.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,740000.0
36037359,квартира,43.91557160529235,5.046971145507341,l'isle-sur-la-sorgue,4208,81.0,1.0,,,,,,Ю-В,3.0,2.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,270000.0
36025873,дом,45.14782430520592,-0.5332149659199676,saint-girons-d'aiguevives,1565,100.0,,350.0,175.0,D,5.0,A,,4.0,3.0,11.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,232000.0
35160107,дом,46.5495663216633,-1.151130895696458,moutiers-sur-le-lay,4238,92.0,,601.0,173.0,D,4.0,A,,4.0,3.0,12.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,163500.0
36058345,дом,48.73573328509234,0.9325592562375378,verneuil-sur-avre,1137,110.0,,530.0,151.0,D,4.0,A,В-З,5.0,3.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172780.0
36038335,разное,43.70291729745344,-0.3823420112966561,eugenie-les-bains,1894,250.0,,,,,,,,9.0,8.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345000.0
35816013,дом,47.54650190482892,1.5393783364453533,bracieux,1933,130.0,,2333.0,100.0,C,29.0,D,,4.0,3.0,8.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,259000.0
35819751,квартира,43.1545112605715,6.3259802668334055,bormes-les-mimosas,4107,5475.0,,,,,,,С-З,3.0,2.0,4.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,299999.0
36063145,дом,44.46122013591666,6.045206256651784,tallard,168,130.0,,,80.0,B,18.0,C,,6.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164600.0
36048745,дом,44.44010411657106,1.446283569712406,cahors,2153,190.0,,2476.0,103.0,C,15.0,C,,6.0,5.0,14.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,417000.0
35799973,квартира,48.86896734475157,2.414006159818867,bagnolet,4581,68.0,4.0,,188.0,D,8.0,B,,3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,375000.0
35890145,квартира,48.89096598578403,2.3417592814515635,paris-18eme,3645,5308.0,1.0,,,,,,,2.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,550000.0
35886411,квартира,48.969477061387416,1.9843136666722248,vernouillet,3876,70.0,,,229.0,D,10.0,B,,4.0,2.0,12.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,279900.0
35964069,дом,48.749437348044125,7.380300955698828,monswiller,3271,111.0,,379.0,112.0,C,26.0,D,,5.0,3.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,343000.0
35746323,дом,48.56340543453089,2.6053059893190715,cesson,3768,186.0,,610.0,225.0,D,12.0,C,,7.0,5.0,11.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,540560.0
35798133,дом,46.11037862704169,4.966988059259476,chatillon-sur-chalaronne,30,250.0,,1500.0,130.0,C,3.0,A,,7.0,4.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349000.0
35740375,дом,46.08975146927877,2.696392384266072,saint-maigner,3055,120.0,,3196.0,,,,,,5.0,4.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146000.0
36053631,квартира,49.43841023943042,1.0837844381242832,rouen,3650,6726.0,3.0,,,,,,С-З,3.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,241500.0
35902371,квартира,43.531262158491614,5.431035430386987,aix-en-provence,467,165.0,,,,,,,,5.0,4.0,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1295000.0
35868591,дом,48.70279208865317,-3.450954329184849,ploubezre,925,110.0,,938.0,190.0,D,6.0,B,,6.0,3.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,288000.0
36056999,квартира,43.66663463995867,7.1482987812995455,cagnes-sur-mer,237,30.0,4.0,,180.0,D,6.0,B,,1.0,,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117100.0
35840223,квартира,43.77750441805449,7.4880355104820735,menton,217,54.0,4.0,,130.0,C,9.0,B,,2.0,1.0,13.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,250000.0
35821883,дом,45.21303478438399,-0.1711678957059132,montguyon,694,222.0,,100000.0,,,,,,6.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450000.0
36048117,квартира,48.469304440686656,-2.5155191625390256,lamballe,934,39.0,,,239.0,E,10.0,B,,2.0,1.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105000.0
36040399,квартира,48.847614212743295,2.152768141991724,la-celle-saint-cloud,3841,8602.0,4.0,,230.0,D,11.0,C,,3.0,2.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365750.0
35964395,квартира,50.63409168950346,3.063062030218167,lille,2675,15.0,1.0,,323.0,E,14.0,C,,1.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70500.0
15843341,квартира,43.58146924364021,7.117996625221807,antibes,227,12.0,,,,,,,,1.0,1.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76500.0
35855071,дом,47.06775081523616,-0.8788900842527376,cholet,2254,103.0,,,,,,,Ю-В,7.0,4.0,11.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131000.0
19142531,дом,49.44407941712897,2.6503359862573417,estrees-saint-denis,2840,125.0,,725.0,154.0,D,,,,5.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,272000.0
35821231,разное,47.01971581011257,0.0816101747803063,loudun,4284,50.0,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54000.0
35870935,квартира,43.57811385452647,3.8265311538041824,saint-jean-de-vedas,1604,66.0,,,172.0,D,7.0,B,,3.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265000.0
36047039,дом,44.55642486228321,-0.2648011710315997,toulenne,1498,88.0,,200.0,178.0,D,41.0,E,,5.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233200.0
35745051,квартира,42.66737952972148,2.6212351247757875,ille-sur-tet,3169,67.0,,,,,,,,3.0,2.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0
35949481,земля,48.83365359823796,1.8405435479899228,saulx-marchais,3886,432.0,,,,,,,Ю-З,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142000.0
35862543,квартира,44.90862505167857,-0.2315481668550306,libourne,1526,50.0,,,248.0,E,12.0,C,,2.0,1.0,4.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,159000.0
35837137,дом,44.31730643567316,0.1071630309075355,casteljaloux,2219,93.0,,746.0,241.0,E,56.0,F,,4.0,3.0,12.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,169450.0
35822951,вилла,43.235441275417294,6.074456164064321,cuers,4120,84.0,,190.0,90.0,B,3.0,A,,4.0,3.0,11.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,320000.0
35964281,дом,46.94378876122316,5.88302714030616,salins-les-bains,1849,225.0,,31445.0,110.0,C,3.0,A,Ю,8.0,6.0,13.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,599900.0
35886753,квартира,48.92259620607189,2.289503266322493,asnieres-sur-seine,4570,97.0,6.0,,,,,,,3.0,2.0,9.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,815000.0
35999721,квартира,48.8881734864632,2.34807465601113,paris-18eme,3645,41.0,2.0,,,,,,З,2.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,490000.0
35795749,квартира,43.43840133376123,6.733823044023181,frejus,4138,6662.0,4.0,,230.0,D,54.0,E,,3.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,170000.0
35801247,квартира,43.70333310984377,7.253940248032168,nice,184,93.0,2.0,,10.0,A,5.0,A,,4.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,800000.0
35812093,квартира,49.26560433600105,4.032774932978279,reims,2333,511.0,,,,,,,,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137000.0
35861737,дом,49.37054455214307,6.166136607028623,thionville,2569,104.0,,400.0,70.0,B,10.0,B,,5.0,3.0,5.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350000.0
35739755,дом,48.84421106443642,2.5320904025449247,neuilly-sur-marne,4595,84.0,,332.0,173.0,D,35.0,D,,4.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320000.0
36074367,дом,42.700478804946165,9.356147376650917,patrimonio,853,160.0,,821.0,207.0,D,9.0,B,Ю-З,7.0,6.0,14.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,675000.0
35898973,квартира,48.888226285620846,2.3204345449258814,paris-17eme,3644,44.0,3.0,2.0,161.0,D,37.0,E,,2.0,1.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,620000.0
33072345,дом,47.52966187568695,-0.5293496368601587,ecouflant,2235,140.0,,1820.0,124.0,C,29.0,D,,6.0,3.0,9.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,471000.0
36046069,дом,45.38966114034727,1.768788628317238,saint-salvadour,810,70.0,,2457.0,,,,,,3.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,88000.0
35773085,дом,48.07283178360603,-0.7700946260855189,laval,2396,110.0,,300.0,294.0,E,53.0,E,,5.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257250.0
35989281,разное,47.88558525396913,2.516623828135532,lorris,2112,78.0,,98.0,,,,,,,,6.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77000.0
35964227,дом,50.49849887463293,2.45499277436739,auchel,2973,105.0,,177.0,,,,,,4.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59500.0
35864649,квартира,45.19077154613728,5.73252192881604,grenoble,1778,46.0,4.0,,,,,,В,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,254000.0
35794889,дом,43.67817317584524,4.632254062743123,arles,489,70.0,,144.0,168.0,D,7.0,B,,3.0,2.0,9.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,229000.0
36014223,земля,49.23186150782143,-0.7483106959119621,subles,577,525.0,,525.0,,,,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000.0
35827333,дом,48.917455467942304,2.287649000871609,asnieres-sur-seine,4570,200.0,,,,,,,,8.0,5.0,17.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1320000.0
35775357,дом,49.30717476944872,0.9656381508804752,la-londe,3691,100.0,,571.0,141.0,C,33.0,D,,6.0,3.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259000.0
35851743,дом,44.09622637079783,6.979153642800346,beuil,215,157.0,,376.0,263.0,E,14.0,C,,7.0,4.0,13.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,350000.0
35789327,дом,48.71769292403135,-0.1310229725528352,ecouche,2904,90.0,,100.0,207.0,D,6.0,B,,5.0,2.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133750.0
35858901,квартира,45.33159030661452,5.050104495788244,beaurepaire,1800,,1.0,,,,,,,4.0,3.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55000.0
